"Ticker","Ticker.A"
"PSS","460f213f"
"PSSI","3b6ecae3"
"PSTI","fec9f46d"
"PSYS","3d53b450"
"PTAC","60716d7b"
"PTC","807e1d2a"
"PTEL","6568fbbd"
"PTGI","a23a7b27"
"PTICN","3b0ce1c3"
"PTINTI","171d6194"
"PTMK","4b828562"
"PTNR","5eb3ccac"
"PTON","8cd005f8"
"PTPAB","b8a51a91"
"PTRY","940acad5"
"PTSAC","fd76ced7"
"PTV","d3658e02"
"PTX","e96fef72"
"PUEBLO","cb2cdd45"
"PUMAFN","9157f455"
"PVA","5a29ad08"
"PVAH","48939ac5"
"PVH","7d26fcc0"
"PVR","df6bdd3d"
"PWRLNG","693ea3b6"
"PXD","5adb47e6"
"PXN","fb406480"
"PXP","c29c076b"
"PYTV","9d8958eb"
"PYX","88b88eb2"
"PZE","618856a"
"PZL","2117d4a2"
"PZZ","f4983524"
"QANAU","c6d267ab"
"QBRCN","2ac59c7b"
"QCPSNF","c6c48540"
"QEP","83ffafb"
"QHC","ecaaeb0e"
"QHGI","9e554b00"
"QINAU","7d0ac5b3"
"QLTY","4fffc132"
"QRE","f95dcb93"
"QRVO","64de1284"
"QSRCN","917eca49"
"QSTDV","7d337db6"
"QTRN","9da2ecb5"
"QTS","4f021f2f"
"QUAD","a6a5491e"
"QUAPAW","e78284e9"
"QUOHEA","a1deb070"
"QUS","e975149b"
"QUXCN","73a4af0b"
"QVCN","1e2e7cb2"
"QWECOM","bedd69b0"
"QWST","1717c11f"
"RA","725c8d74"
"RABENT","2d2fc2b7"
"RACIA","1d48c793"
"RACIAQ","cb7e22e1"
"RAD","eab89986"
"RADHOL","8cc225ae"
"RADIAT","ffd2de9b"
"RADIO","2d87affa"
"RAFAPP","58f938c4"
"RAI","56268a58"
"RAICOM","ebbb0d0a"
"RAIL","b8658600"
"RAILAM","62a464fb"
"RALPHS","af6323e8"
"RAME","6b25f3db"
"RAMGEN","10f97f1c"
"RANDAL","1e7cc122"
"RANHMK","93768ea1"
"RARERG","a4d30649"
"RATE","99632ac6"
"RATHGI","4320b80b"
"RAX","9eac5b66"
"RAZR","d78f63b8"
"RBACN","33c611b0"
"RBXCOR","49b75075"
"RCCC","af666ce6"
"RCI","c1b99b71"
"RCICN","f7581e46"
"RCII","aa8d10ce"
"RCL","91740ac2"
"RCN","dcbcabc9"
"RCNC","ceb10d26"
"RCNTEL","927d0427"
"RCOLIN","a030f185"
"RDA","e84d2792"
"RDC","a5858699"
"RDDY","c2497a8c"
"RDEN","7aed431b"
"RDIO","7611faca"
"RDL","54d3344c"
"RDNT","daa7361c"
"RDSDPW","d62ca62"
"REAALL","e119c12d"
"REABLE","48999706"
"REALMX","442c9fc5"
"REALOG","21333ea2"
"REDOAK","c2d6c728"
"REDPRA","90e0419a"
"REEVES","ad935d8e"
"REGIND","3a2a3056"
"REGL","6c10f3a7"
"REI","a269ae4b"
"REICHH","773a024d"
"REMARM","fb90060f"
"REMING","2990c866"
"REN","bf6c9ef3"
"RENCO","45dbbd70"
"RENCOS","bfeda352"
"RENMED","10c4dc0d"
"REPAP","49f53f0e"
"REPSTL","300d73e0"
"REPTEC","a375f56"
"RESORT","aec1de8d"
"RESPER","7f7abc57"
"REV","50e91e05"
"REX","6ae37f75"
"REXNOR","306e5edd"
"REXX","65c15f0d"
"REYNOL","1ec92975"
"REZI","3ad49f1a"
"RFH","58dd6773"
"RFP","b758e785"
"RFSPAR","60022347"
"RGC","946d9c04"
"RGCARE","dbf48fcd"
"RGNC","4afb03dc"
"RGP","112fec31"
"RGX","fd7c6e5c"
"RHA","2fed4de6"
"RHC","6225eced"
"RHD","7f20dc55"
"RHDC","37ab4e3e"
"RHP","e7679cd8"
"RHR","aaaf3dd3"
"RHS","61f3ee76"
"RICE","e8ff9333"
"RICHMS","9e6ba9f4"
"RICOH","e24f0179"
"RIDBEL","aaa526dc"
"RIDL","a57fc75"
"RIFACQ","d6442dc6"
"RIFP","e9dc2fbc"
"RIG","5fc3a54f"
"RIV","97497471"
"RIVER","d0294085"
"RIVPIT","3e2890ff"
"RJR","3d302cfa"
"RJSPOW","7acc2927"
"RKIEXP","27c72741"
"RKT","4d1ec453"
"RLGY","20447ba4"
"RLNCE","48e3284d"
"RMCCAQ","4082dea7"
"RMIX","778dd3c2"
"RMK","dc4e4127"
"RML","c14b719f"
"RMOC","7d4c14a0"
"RMY","9250e2b7"
"RNBW","a53320e"
"RNDY","53896644"
"RNF","51384864"
"RNHEF","453e4ed8"
"RNK","eda65bba"
"ROADHS","b814cbdd"
"ROC","a782d263"
"ROCFIN","cdf8fed7"
"ROCGAS","8df5a16b"
"ROCK","149afbc4"
"ROCKIE","3c3a1bc5"
"ROCKWO","aa40df30"
"ROHI","5b550e35"
"ROIA","117187ec"
"ROIAK","d63e6dc8"
"ROLLER","3035855a"
"ROOSUP","8635a7dd"
"ROSE","494e067a"
"ROSEMO","d0a44cf3"
"ROSNEF","992e4f0a"
"ROTECH","f9ff6adf"
"ROUNDY","bec38d7a"
"ROV","f499414b"
"ROYCLA","1f98a52e"
"RPAPF","b957f79"
"RRA","ec438e66"
"RRC","a18b2f6d"
"RRD","bc8e1fd5"
"RRI","100c0b"
"RRMS","4c9e2495"
"RRR","6901fe53"
"RSC","7fc24d9"
"RSCR","1b578cf3"
"RSH","6d3bd41a"
"RSIHPI","9f8deeb8"
"RSLC","25952d24"
"RSLCOM","82771990"
"RSPP","a9abab"
"RST","192f16fa"
"RSV","54e7b7f1"
"RT","21471e5c"
"RTHM","e115615e"
"RTSX","d7d73a42"
"RUE","b275f2fe"
"RURL","254d71e5"
"RURLC","43856bf7"
"RUSCN","c5f9085e"
"RVBD","204f68a5"
"RVW","cd834bf3"
"RWKS","67ae1fcb"
"RWY","51fe2137"
"RX","5685de27"
"RXLFP","fac980c2"
"RXN","b96563fd"
"RXR","cd71a11d"
"RYAM","ef88315c"
"RYI","21758f1"
"RYK","4fdff9fa"
"RYL","52dac942"
"RYN","1f126849"
"RYO","d44ebbec"
"S","eedaafe9"
"SABESP","7139a26f"
"SABHEA","26b8cf74"
"SABHLD","e3ed1b14"
"SABIC","73e80d38"
"SABLIN","9404192f"
"SABR","94c5a552"
"SADIA","f84fa5b4"
"SAEX","f0f9b8ba"
"SAFEL","c154db63"
"SAFETY","ce7d9c25"
"SAFWAY","c505191a"
"SAH","51d05963"
"SAIVST","9ac9486c"
"SALEM","9bc8140e"
"SALLY","96171150"
"SALM","367a6e41"
"SALTHC","e971f049"
"SAMC","aa070485"
"SANM","a1e57f68"
"SAPSJ","a9d7a926"
"SATMEX","955ba9b8"
"SATS","5b97df03"
"SAX","52065bf8"
"SBA","47371236"
"SBAC","e3286912"
"SBACOM","7adacbd1"
"SBGI","21637f4e"
"SBH","603843fe"
"SBLK","6eac8abf"
"SBLSJ","bb4eb187"
"SBMAU","75258cb0"
"SBO","7d3d7346"
"SBRA","f8d64e4a"
"SBSA","5ea145fe"
"SCAFF","7514c307"
"SCAI","8e194aea"
"SCAN","931c7a52"
"SCFRU","690202f6"
"SCG","3719fa9f"
"SCGIND","f6ba9fd1"
"SCHAEF","b529be44"
"SCHI","1b810f39"
"SCHL","4b4c9e8a"
"SCI","d139bef"
"SCINTL","1b400cb7"
"SCOTS","c3c4cffa"
"SCR","640269b7"
"SCRIBE","1c11213e"
"SCS","af5eba12"
"SCY","ec59974"
"SD","84e61773"
"SDFGR","2580ecee"
"SDII","b7330d94"
"SDS","6af9849c"
"SDSINC","f84fa76d"
"SDW","f168c68a"
"SE","4fbac4d6"
"SEAGAT","68aaf65c"
"SEALY","50fe558d"
"SEAWNO","8b4845c6"
"SECRUS","fc9369f0"
"SEE","19016eae"
"SEISMC","f2f033c2"
"SELA","c5f2a0c0"
"SELMED","ffbc2b4b"
"SELMER","2a33cacd"
"SEM","f552ecc3"
"SEMCF","3998065"
"SEMG","b5dc4869"
"SEMGRP","4339c10d"
"SEMHRK","f30821f9"
"SEMTRI","95d4a496"
"SEN","73c69e6d"
"SENDA","55b489b0"
"SENECA","31b2bcf1"
"SENSAT","4fe2065c"
"SENSUS","c1768e39"
"SERSIM","1220aa0d"
"SERSOF","1b376ff4"
"SERV","ecc07570"
"SESI","b837ce8a"
"SEVENS","9639ec8"
"SEVERS","a91d6872"
"SEVGEN","f609dc0a"
"SEW","571fcd3e"
"SFD","e3b5a796"
"SFDS","368c4ad4"
"SFI","5f2bb448"
"SFL","fe625fb"
"SFP","7bf2e71b"
"SFR","363a4610"
"SFRFP","18385106"
"SFS","fd6695b5"
"SFX","97a16576"
"SFXBA","b53db8e3"
"SFXE","437d5de8"
"SFY","5cfdb6d3"
"SGBCN","181c3822"
"SGCLN","22fe4855"
"SGGH","a2dfa28f"
"SGM","62cdfdea"
"SGMS","6fbe0f99"
"SGO","2f055ce1"
"SGOFP","e8fd61bf"
"SGR","904d4da4"
"SGRHSE","18f916a0"
"SGS","5b119e01"
"SGSINT","dab2e4d"
"SGU","8d487d1c"
"SGY","fa8abd67"
"SHAEFF","54c8e78f"
"SHALES","29747511"
"SHASHU","3b61d44b"
"SHEAHM","b79633e7"
"SHEARE","986b720a"
"SHEFLD","6e134f25"
"SHERDN","4961df5"
"SHESCR","798fe105"
"SHF","fe427dc0"
"SHG","351eae65"
"SHIMAO","de5d3164"
"SHINGL","b5967113"
"SHIPFI","2a1dc80d"
"SHISFB","ce553f2d"
"SHLD","e3a24a2"
"SHLM","2935756a"
"SHLR","dbb5c524"
"SHP","2bcd9c46"
"SHPRS","87da479a"
"SIDDRI","5ff0c368"
"SIDE","3a23b9fe"
"SIDEUS","f4b0dc85"
"SIEHAM","d2830621"
"SIG","9369a5d1"
"SIGHCO","26229e85"
"SIGINT","e24e0d83"
"SIHUS","fa5847c9"
"SILIIA","f6a73ef8"
"SILSEA","dc7c796f"
"SIMFOO","61266c5d"
"SIMIND","74b68586"
"SIMMON","f710a3ae"
"SIND","550f3515"
"SINOFO","d27c0e60"
"SIRI","49efd071"
"SISFIN","ada81321"
"SITE","5dfd2530"
"SITEL","44124f2d"
"SITEQ","fb5a5e68"
"SITHE","2ca7f25"
"SIX","61e9159f"
"SIXF","1cc93dea"
"SIXFL","225540ff"
"SIZPLT","4baa938c"
"SJKI","35260e8f"
"SJRCN","95e8ee5e"
"SK","75b0a5a6"
"SKGID","b323b97a"
"SKH","f5a0062d"
"SKI","3efcd588"
"SKIL","3ede8e8b"
"SKILHC","1b9a0f51"
"SKM","a56d979e"
"SKO","e8a53695"
"SKS","9cb1f475"
"SKT","81b4c4cd"
"SKYT","b68592b3"
"SLCM","5b370b79"
"SLEEP","ca80f937"
"SLG","c1518a76"
"SLGN","29ec5dc4"
"SLH","300738a3"
"SLMC","31021154"
"SLOT","b84e325e"
"SLR","924a195e"
"SLT","4413fa43"
"SLXP","81a6d208"
"SM","a3e946bb"
"SMBI","aa7b4245"
"SME","2aee20c9"
"SMFT","e17c7713"
"SMG","672681c2"
"SMK","10e441b9"
"SMLP","de9d6a4b"
"SMNS","cf9609cc"
"SN","257d3415"
"SNFF","21edd360"
"SNH","a798298a"
"SNOENT","ece5a1ad"
"SNS","ce89dbd2"
"SNY","6f12f8b4"
"SO","ee21e7b0"
"SOA","26e073f6"
"SOCP","6af01ddf"
"SOFTBK","2ab59747"
"SOGAS","c3f39432"
"SOGC","1bfd49f9"
"SOI","cab3f19b"
"SOL","9a7e6028"
"SOLAGP","b0e9ff69"
"SOLOC","cd70f1a2"
"SOPHIA","7de7ff44"
"SOUSTR","95ea1a4d"
"SOVER","4cf15231"
"SPB","31e2ed7f"
"SPBCN","d0bd179a"
"SPBI","4dc566bf"
"SPC","fabe3eda"
"SPCB","81759dc8"
"SPCHEM","8e6df19a"
"SPCS","49ff4cf6"
"SPEB","e2a5a8f2"
"SPECEQ","d40956a6"
"SPECFD","b6fadf13"
"SPEEDY","5842d6f8"
"SPESPI","72d15412"
"SPF","aa73af69"
"SPH","9079ce19"
"SPLLOG","d0754c99"
"SPLS","bfb73c1f"
"SPN","46202d04"
"SPOT","935a163a"
"SPR","3234efe4"
"SPRIND","dc74a204"
"SPRINT","dfa2a09f"
"SPSN","9169c17d"
"SPSQL","dd250ac3"
"SPSX","44e620fb"
"SPW","62f97e57"
"SQA","11019465"
"SQACRP","f021d71"
"SQRTW","3dddc3e1"
"SRCI","a9976a76"
"SRCL","f95afbc5"
"SRI","ccba0c95"
"SRNA","241389db"
"SRNCOM","82cd85e8"
"SRP","e8635fc6"
"SRSDIS","8f8b7f06"
"SRV","3e3abcdb"
"SRX","430ddab"
"SSCC","c4a6498e"
"SSE","1d0fc75a"
"SSEI","6ed5fd2"
"SSI","6acd0721"
"SSIINV","57c8663b"
"SSNC","a571284e"
"SSP","4e145472"
"SSTAR","b06fc03a"
"ST","873015e8"
"STACAS","398922c8"
"STAERO","ddc46ffc"
"STANAD","bc5f053a"
"STANMA","2b32fefd"
"STAOIL","af49c9ae"
"STAR","91768080"
"STARMT","533d49b1"
"STASTE","a55b410c"
"STATSP","3922e5b3"
"STAY","fbb17043"
"STBRO","87a40249"
"STCBRD","9330bea0"
"STCCN","41fb4608"
"STCH","a4a4b054"
"STCI","6ff863f1"
"STCK","2230c2fa"
"STEI","c2856cb"
"STENA","17159c9a"
"STENOR","6403ceed"
"STER","6539a493"
"STERV","a9b85803"
"STEWST","71d0f14a"
"STGE","ec758799"
"STKPLE","eacb1ed8"
"STLD","252e00c6"
"STN","b26f0917"
"STO","7933dab2"
"STOCON","1e3c9342"
"STON","b55d393d"
"STORA","26ab76e8"
"STRC","fcad7ed"
"STRTUS","492bdc93"
"STRZA","f2fa1c75"
"STUA","87a54868"
"STW","96b65a44"
"STWD","40f7c8f2"
"STX","67e0e891"
"STXX","c2ab7afb"
"STYL","fc9b31c2"
"STZ","2a28499a"
"SUG","3317536b"
"SULGR","ffba614"
"SUMIML","949f7c10"
"SUMMAT","38f09868"
"SUMMPL","16dc8fe4"
"SUN","141802a3"
"SUNASC","b8400e26"
"SUNE","b547c2d4"
"SUNH","9d9d10a"
"SUNMED","f6e48225"
"SUNPRD","b323049f"
"SUNSAG","ed0ef781"
"SUNST","816faa9"
"SUNW","fb596144"
"SUPMKT","c10f6200"
"SUPTEL","1d41b3ab"
"SURCEN","8010214"
"SUSMED","ab6b2703"
"SUSS","66c1de5c"
"SUZANO","38a7202e"
"SVEV","bc8de1f8"
"SVKING","579d54c7"
"SVM","a3646a90"
"SVMSTR","59495006"
"SVR","51e4dade"
"SVU","4ce1ea66"
"SWEETC","7f0d70b2"
"SWFT","c075af0"
"SWIFTC","17b68445"
"SWM","5136124"
"SWN","8387138a"
"SWROY","1114132f"
"SWW","a75e40d9"
"SWY","9d5421a9"
"SXC","c95170bd"
"SXCP","1c8e25ed"
"SXT","d782429e"
"SYD","72234bb1"
"SYGNET","cd22d188"
"SYGR","69a3a06b"
"SYMC","5592e1b"
"SYNCIM","19fd4b25"
"SYNH","5e76c445"
"SYNVER","1886ae50"
"SYRA","d9076337"
"SYSTEM","f5acbc45"
"SZA","1306c09f"
"T","f3df9f51"
"TA","118cb84e"
"TABLE","1555dafb"
"TAC","31d2a0b9"
"TAL","c084126c"
"TALPRO","f06ce8cb"
"TAM","bd8c1c9"
"TAMGCC","270293bb"
"TAPENE","8f26b33d"
"TARRES","2616f5"
"TASFT","c9be653e"
"TAST","e754bcfc"
"TAYMON","3cd0e5a4"
"TBI","a1a19942"
"TBSSHP","d783aa45"
"TCELL","1669aaac"
"TCGI","89a81219"
"TCKBCN","a49327b6"
"TCKCN","b863697c"
"TCMCN","7e0c60fb"
"TCMS","8f956caa"
"TCOM","21d61e68"
"TDCDC","76de3250"
"TDG","f87bcd08"
"TDGCN","8bad11fa"
"TDHC","d4be488f"
"TDHDV","78afbd2e"
"TE","8a1dfa58"
"TEACLL","4b890c13"
"TEAMHL","aa4c3a32"
"TECPET","ed56d778"
"TECPLS","65cba213"
"TEHEIN","3eb53d63"
"TEINEN","b3045f02"
"TEK","29ce06c7"
"TEKNI","b7ab418e"
"TELARG","a5c5fb69"
"TELCO","ae0ca4a"
"TELCOR","b2f29232"
"TELECP","fef550ca"
"TELEXC","1e6ee8cb"
"TELMUN","10c28160"
"TELONE","5df9beea"
"TELSAT","482f3b59"
"TELVIS","2e254be2"
"TEMBEC","5d9089f"
"TEMPEL","ca118c1c"
"TEMPUR","94137339"
"TEN","79039774"
"TENALA","6a8bd761"
"TEP","40dff49f"
"TERFIR","fdc0308f"
"TERP","5ef8fba4"
"TESLLC","e1c9c69d"
"TEU","1012652c"
"TEUCN","a24833ef"
"TEVEC","f38912e8"
"TEX","ac8c76f2"
"TEXBOT","592d62cc"
"TEXPET","c3c30bd4"
"TEXTEX","304bc555"
"TFCAU","df9fd4f7"
"TFM","ce7fff47"
"TFMSAD","b7b59682"
"TFSCRP","617df894"
"TFX","9d646c6f"
"TGI","f399b6e5"
"TGN","ee9c865d"
"TGNA","7429db5d"
"TGNT","27324875"
"THC","a44ae56a"
"THCX","e807fb62"
"THF","f48774d9"
"THMD","cc2c42df"
"THR","6cc03454"
"THS","a79ce7f1"
"THX","cd5b1732"
"TIAUTO","39c47436"
"TIBX","82daf048"
"TIGPLN","9d5302d4"
"TILE","6dad9a50"
"TIMBZ","d512a15c"
"TIME","cbda91e4"
"TIMSQU","e9ea80ff"
"TIN","bea3fd00"
"TITAN","1f49d14c"
"TITIM","aa32ed85"
"TIW","9a7aae53"
"TIWCN","659c786"
"TK","b0179b28"
"TKOCN","87f1c59e"
"TKR","5d282ec9"
"TKTM","97eacde9"
"TLACQ","49a0a2b"
"TLCR","cdd6d6fe"
"TLLP","7656071c"
"TLMD","48664c25"
"TLN","ec9bd2a7"
"TLNET","eea7bc0e"
"TLP","d547b14c"
"TLRD","d9f0a002"
"TLWLN","ba86f220"
"TMA","bbba6bc6"
"TMAR","96e3c749"
"TMBCN","6feea9c5"
"TMENRU","8d8fbcfa"
"TMG","6de388db"
"TMGROU","8e644d16"
"TMH","9cb53a0e"
"TMHC","cbf153a4"
"TMM","cc78abbd"
"TMRK","e40c1249"
"TMS","f5a4c856"
"TMUS","ce2eac31"
"TNB","cc603f5"
"TNC","c79ad050"
"TNETBB","f2ce84f7"
"TNP","42d8a065"
"TNTLOG","d7310828"
"TOA","2c257aef"
"TOCLUB","63311e9d"
"TOK","8dbe5989"
"TOL","90bb6931"
"TOLL","8ccdc21f"
"TOLMEX","b5b16ce1"
"TOM","5be7ba94"
"TOMA","9624da75"
"TOO","162f1b9f"
"TOUS","8c0bab4c"
"TOWNS","abdcce89"
"TOWNSQ","36aa4f92"
"TOWR","d0c869c0"
"TOY","c3a0fa19"
"TPC","f07b37c3"
"TPCG","b5d961b2"
"TPGE","c5ee4aa"
"TPH","9abcc700"
"TPLM","e20a323d"
"TPORT","ca80afb5"
"TPP","753947f6"
"TPX","996ac59b"
"TRA","2a2c87e1"
"TRADIG","bcc140ff"
"TRADR","23abdfe8"
"TRAGAS","99e649f6"
"TRAINT","67211b95"
"TRANEN","cdae678b"
"TRANSU","a0b13c27"
"TRAPUB","b4831827"
"TRAREF","ae9c182"
"TRB","acb8f54f"
"TRCO","1bafe4a2"
"TRECN","16522d7c"
"TRENCH","25cbe0a0"
"TRI","c67f058c"
"TRIBAL","985e55c4"
"TRIH","a2da8b54"
"TRIINT","dcf9b98d"
"TRIMAS","b3fef726"
"TRINSE","18bf9ca4"
"TRIPAC","5796d147"
"TRISM","a0b7d653"
"TRISTN","50617613"
"TRITEL","d6c5497b"
"TRITON","3f7db73e"
"TRK","8bb7a487"
"TRMA","719afe8f"
"TRMP","b9102fb1"
"TRN","db7a3534"
"TRNIDU","d7b458af"
"TROPEN","6c5d9f00"
"TROX","c2dcbcf5"
"TRPC","3a5ba28a"
"TRS","64322471"
"TRUATL","69c3502b"
"TRUCK","3a248de4"
"TRUE","be3a6e30"
"TRUETB","d7833fa1"
"TRUHEA","bbbcfa4"
"TRUN","d4fd9ef3"
"TRUNDV","7570ffb4"
"TRUTEM","576d2bbb"
"TRVCTR","2bb70878"
"TRW","ffa36667"
"TRWAUT","ec7f3ef"
"TRX","ef5d4b2"
"TRY","c5a90717"
"TSATA","d64c2750"
"TSCOLN","55a8617e"
"TSEAU","ffa7da4e"
"TSG","5a026f48"
"TSGICN","3863491c"
"TSIACQ","d1c43975"
"TSITEL","39072245"
"TSIX","6da68951"
"TSLA","1b47f5a5"
"TSN","7d0d3e80"
"TSO","b651ed25"
"TSQ","8f8d8ece"
"TSTONE","6051af2c"
"TSY","63de0ca3"
"TTE","d26df0cd"
"TTII","afe95176"
"TTMI","5ba67565"
"TTMTIN","c5fa34f"
"TTN","b8aa000e"
"TTRR","a3216b1a"
"TTX","6d25e188"
"TTXG","544aa77c"
"TUC","a2431864"
"TUES","6ae1a61"
"TUP","27016851"
"TVGUID","f0b5da14"
"TVL","62fdb02c"
"TWA","7814a846"
"TWI","94472a2b"
"TWINLB","72058b7f"
"TWR","fd56d873"
"TWRAUT","a2797de4"
"TWRS","e6f2bf5c"
"TWT","2b0f3b6e"
"TWTC","86f488fd"
"TWTEL","c2cccdb7"
"TWX","5ccdfb15"
"TXI","620f5ac2"
"TXT","dd474b87"
"TXU","161b9822"
"TYC","65e37210"
"TZA","19c3c986"
"TZC","540b688d"
"TZH","3ecc984e"
"U","38834cf4"
"UA","b7fbb3fa"
"UAEA","a73a9263"
"UAG","66e9e231"
"UAL","c2e12f2"
"UALAQ","168d82ba"
"UAN","41e6b3f9"
"UAPH","b5d370c2"
"UAUA","c0e40ead"
"UAWGQ","548c9afd"
"UCARB","700a498b"
"UCD","77e281b6"
"UCII","ceec7d07"
"UCM","50edd07e"
"UCO","1d257175"
"UCOMA","7282c530"
"UCR","a26d6030"
"UFI","9944bdcf"
"UFS","3b099c32"
"UGPABZ","f2dcc87a"
"UGSCRP","4f314c6a"
"UH","90f4e232"
"UHAL","f0a4be85"
"UHALQ","40fc40f0"
"UHOS","521b7596"
"UHS","6b36e76f"
"UIHIA","192662a4"
"UIS","cd41ecdb"
"ULAB","4ee4d10f"
"ULB","57f31242"
"ULTR","78d460fd"
"ULTRAP","35976db2"
"UMC","3ad8ca53"
"UMG","a1498845"
"UNA","46f871c5"
"UNC","b30d0ce"
"UNF","5bfd417d"
"UNIDAS","50ad52ab"
"UNIT","eaa17993"
"UNITED","c68a75b0"
"UNITY","5861720b"
"UNIVAR","a56fb758"
"UNMTGR","d976d413"
"UNO","7cf210b5"
"UNP","8e72a0fb"
"UNS","8e6d255"
"UNTUS","b8337e23"
"UNWR","b197d1d"
"UOUT","86758fb7"
"UPCB","f26fe442"
"UPCNA","8188b456"
"UPCS","3ae5357c"
"UPL","cd878588"
"UPMKYM","80eb1112"
"URBIMM","8a13b15e"
"URI","ad50512"
"URS","a89824ef"
"USAC","2023212d"
"USAI","81b8024b"
"USC","d392dc0"
"USCOAT","57bcfe83"
"USCR","7f36e13a"
"USFC","e5841fa3"
"USFOOD","4ec2c20a"
"USG","96a86fd6"
"USI","aca20ea6"
"USINV","3716a678"
"USLTHR","ea15bae1"
"USM","37334cb0"
"USNCOM","85ba2495"
"USON","cc8249ae"
"USPI","40119531"
"USS","eef2f5b"
"USTR","dd4f437a"
"USU","d8b6cc46"
"UTDAGR","71024c26"
"UTDCOM","f248b572"
"UTDIND","e2f0f3c6"
"UTICOR","f187e26b"
"UUUCN","e14a1aa0"
"UVN","e39f11b9"
"UVV","c1a914f"
"VAC","73f7a7c4"
"VAHAU","e2617555"
"VANDE","75e051ee"
"VANGNT","39e7455c"
"VANGUA","f251e40"
"VANTIV","43bcec11"
"VATOCG","377987f3"
"VC","cbdb086c"
"VCA","a9a017e6"
"VCELA","ae02694f"
"VCG","7ff9f4fb"
"VCI","45f3958b"
"VCIC","56fa62a4"
"VCICE","94744eff"
"VCVHHO","f9eba0c6"
"VDO","560d4818"
"VECTUR","80f71f90"
"VED","9abdb36f"
"VEDLN","e0e4a28e"
"VENCRL","fbbd9d90"
"VENOCO","eb2f6d0b"
"VENTUR","71b8f8c7"
"VER","4f3252e9"
"VERASU","71c2736f"
"VERIO","c3546620"
"VERITS","b1d9b549"
"VERMAT","1d703862"
"VERSO","faa5a0"
"VERTEL","654eb687"
"VERTIS","506e6cbd"
"VESTEL","7235a2c4"
"VESTL","8f63e91e"
"VETCN","6a17e34c"
"VGR","d8ad43c0"
"VHI","47f4c171"
"VHS","e5b9e08c"
"VIA","dd048a8"
"VIANTH","5d7cd032"
"VIAS","f7033290"
"VIASYS","b2046750"
"VICI","c2d10244"
"VICIPR","2f4df443"
"VIICN","6b9d34a2"
"VIKACQ","97d2b913"
"VIKCRU","8fcf6b02"
"VIP","c55a9996"
"VIRGIN","72eabbe"
"VIRID","4fa765f7"
"VISANT","b1d0a909"
"VITRO","86d65487"
"VITROA","d2e96a94"
"VIZIEN","6edc71e0"
"VJET","90c621d8"
"VKSC","46b1ba91"
"VL","3a8dbab9"
"VMC","b457cdb0"
"VMED","99d52a5a"
"VMI","15cceed6"
"VNGHLD","2926a994"
"VNR","4d350613"
"VNT","9b6ce50e"
"VNTR","37c5b45"
"VNU","503036ab"
"VOD","3ecdec21"
"VOHOFF","fa20fa27"
"VOLSER","2577d55f"
"VONHOF","1667cf67"
"VOSTOK","dc625dfb"
"VOTORA","3e40c327"
"VOUGHT","6a6b9c79"
"VPI","13c513d8"
"VQ","85c5abfc"
"VRDLN","28458d36"
"VRES","229d3bfe"
"VRI","845a02f1"
"VRIO","9129936a"
"VRS","2617230c"
"VRSN","99db834f"
"VRTS","e334ac84"
"VRX","4cd0d3cf"
"VRXCN","f519d9bb"
"VSAT","77d2fcb"
"VSE","55efc93e"
"VSPCIN","9d1e9ce3"
"VST","9d651800"
"VSTJET","ba509d4d"
"VSTN","90d6bd5f"
"VSTO","5b8a6efa"
"VSTR","e4c27fbf"
"VTCN","386a1606"
"VTG","dd8056bb"
"VTIV","739fc9be"
"VTK","aa4296c0"
"VTO","31d3d4d6"
"VTR","8e9bc593"
"VTRU","90d27324"
"VVV","829596ac"
"VWR","bf73df0e"
"VWRINT","4c2917a4"
"VYTL","4cde009c"
"WAB","740174ff"
"WALB","9ac08d98"
"WAMNET","dcace988"
"WARMUS","5b81cfbd"
"WARPIN","a3090cb8"
"WARREN","268c61b1"
"WASPRO","1af7036a"
"WATCOS","febf6785"
"WATERF","6dc20024"
"WATJET","58851358"
"WAVHOL","7fa3e31b"
"WAXS","c1dbe47b"
"WBB","45e96e62"
"WBDFRU","21f88e80"
"WBN","322bae19"
"WBT","90668fe4"
"WCAA","3fa6998b"
"WCC","28c2b673"
"WCG","b353f465"
"WCI","89599515"
"WCIC","418176e7"
"WCICOM","9e197175"
"WCII","e01a5581"
"WCOM","185b22ad"
"WCRX","4d494c8b"
"WDAC","78ab3199"
"WDC","ed6588fd"
"WDEQ","c2fab61a"
"WDRY","8cd09637"
"WEEKHM","6371d71d"
"WEIGHT","f6336215"
"WELLSA","d70c6010"
"WELLSE","4c9d2206"
"WELSHC","5a862aa8"
"WELTEC","31944271"
"WEN","f78c9097"
"WERNER","7067274f"
"WES","48c481d2"
"WESCHI","f4dfb545"
"WESLAK","f5af4331"
"WEWORK","70fa938d"
"WEX","22037111"
"WFR","b27048ea"
"WFT","6429abf7"
"WFTCN","bc58b4b7"
"WGR","1407435e"
"WHC","2ac5e289"
"WHISLD","ca5f0fc"
"WHX","43d410d1"
"WIICOM","893be1bc"
"WIKS","4408799d"
"WILCAR","61136fe0"
"WIMAR","e39e82af"
"WIN","302cfae3"
"WIND","8e36419"
"WINDAC","8daa9f41"
"WINDIM","844fb056"
"WINFIN","40fec585"
"WINGS","c59d63d3"
"WINPET","9fc7b6a0"
"WINSWY","5d972f7a"
